,0
ar.L1,0.7448809881045869
ar.L2,0.9838489591151852
ar.L3,-0.7393706508330617
ma.L1,-0.9833950747982709
ma.L2,-0.9405066273361979
ma.L3,0.9663976226544723
ma.L4,-0.03134131316793182
sigma2,2.559177730967797
